Start Date,07/01/2019,,,,,,,,,,,,,,,,
19/03/2021,1496.4,306.7,182.6,430.85,4237.664,228.7,7110,1311.221,781.295,2996,133.51,23.96125,151.05,2449.5,6708.71,0.838,29.49
26/03/2021,1450.6,302.65,182.96,422.7,4336.314,228.6,7271,1312.233,797.997,2983,133.64,24.22,152.45,2455,6740.59,0.757,29.715
02/04/2021,1412.2,289.8,184,423.2,4312.724,227.95,7172,1292.406,801.245,3007,133.54,24.04,152.315,2439.5,6737.3,0.795,29.715
09/04/2021,1395.8,295,185.7,437.4,4429.603,234.4,7287,1334.893,835.578,3183,133.57,24.1475,153.12,2480.5,6915.75,0.774,30.52
16/04/2021,1412.8,302.95,189.18,427.45,4464.988,231.85,7380,1362.003,837.248,3230,133.61,24.16375,153.93,2512,7019.53,0.764,30.98
23/04/2021,1356.2,292.1,181.98,419,4410.838,222.55,7564,1358.159,838.361,3296,133.66,24.24875,153.58,2504.5,6938.56,0.744,30.655
30/04/2021,1365,303,175.5,452.8,4537.368,221,7715,1355.124,844.949,3251,133.465,24.0425,152.74,2497.5,6969.81,0.842,30.805
07/05/2021,1430.2,313.55,181.54,451.2,4581.867,227.5,7735,1371.31,864.528,3284,133.7,24.16,153.61,2559,7129.71,0.775,31.53
14/05/2021,1419,313.65,180.7,448.8,4604.385,230.95,7864,1386.281,868.611,3353.5,133.52,23.8625,152.47,2548,7043.61,0.857,31.2
21/05/2021,1398.8,312.2,179.02,444.45,4586.693,225.7,8135,1370.703,877.24,3377.5,133.58,23.89875,152.6,2584,7018.05,0.83,31.11
28/05/2021,1345.6,306.15,183.1,455.3,4532.006,223.25,8046,1359.778,871.487,3404,133.605,24.12875,153.25,2607.5,7022.61,0.795,31.175
04/06/2021,1393.6,319.45,183.96,443.95,4581.867,225,8055,1369.893,848.383,3396,133.61,24.055,152.95,2609.5,7069.04,0.79,31.375
11/06/2021,1420.4,324.3,180.4,436.95,4582.403,231.6,8340,1419.664,852.373,3434,133.685,24.29625,154.29,2597,7134.06,0.708,31.595
18/06/2021,1418.2,315.4,171.86,429.4,4618.325,221.75,8384,1439.895,858.218,3459.5,133.405,24.37375,153.32,2510,7017.47,0.752,30.78
25/06/2021,1494.4,325.5,174.84,427.55,4566.855,224.5,8499,1429.577,856.641,3484,133.46,24.165,153.33,2500.5,7136.07,0.778,31.305
02/07/2021,1476.6,321.4,172.36,416.65,4578.651,224.6,8779,1454.462,857.291,3480,133.61,24.345,154.37,2525,7123.27,0.703,31.27
09/07/2021,1468.4,310.9,173.36,414.1,4605.458,237.7,8648,1451.832,871.859,3434,133.65,24.50375,154.47,2553.5,7121.88,0.655,31.3
16/07/2021,1399.4,292.25,165.42,403.25,4673.011,234.9,8340,1441.109,875.013,3500.5,133.355,24.63875,155.13,2564.5,7008.09,0.626,30.83
23/07/2021,1365.2,284.1,167.12,401.6,4443.543,234.3,8480,1432.41,862.487,3505.5,133.5,24.96875,156.02,2555,7027.58,0.584,30.9
30/07/2021,1443.2,289.2,174.5,397.45,4451.049,233,8268,1434.231,857.476,3570.5,133.575,25.02375,156.34,2558,7032.3,0.565,30.955
06/08/2021,1483,307.45,182.66,409.85,4387.784,233.15,8157,1453.046,873.529,3588,133.4,24.95125,156.19,2479,7122.95,0.611,31.365
13/08/2021,1459.6,305.35,185.1,411.5,4459.627,242.95,8426,1509.088,886.612,3635.5,133.415,25.1,156.74,2499.5,7218.71,0.573,31.88
20/08/2021,1392.4,287.85,179.32,396.15,4434.428,246.5,8731,1532.962,908.418,3523,133.6,25.1725,157.13,2556,7087.9,0.523,31.43
27/08/2021,1453.8,302.5,185.8,394.95,4337.387,254.85,8565,1492.7,870.281,3487.5,133.46,24.9625,156.11,2564,7148.01,0.578,31.69
03/09/2021,1433.6,296.6,184.7,384.45,4265.544,255.7,8509,1495.937,873.622,3530.5,133.455,24.76875,155.75,2578.5,7138.35,0.717,31.7
10/09/2021,1418.8,295.65,180.26,375.4,4245.17,254.4,8173,1436.051,868.425,3511.5,133.345,24.74,155.79,2531.5,7029.2,0.758,31.24
17/09/2021,1456,304.65,182.72,376.05,4201.207,255.95,8063,1404.288,895.613,3458,133.1,24.4375,153.74,2486.5,6963.64,0.846,30.45
24/09/2021,1529.2,320.2,183.74,375.45,4278.411,257.5,8845,1404.085,853.115,3484,132.815,24.16375,152.66,2501,7051.48,0.925,30.84
01/10/2021,1647.8,337.95,187.88,388.65,4260.182,247.95,8773,1401.657,830.66,3531,132.72,23.79125,150.98,2533,7027.07,1.002,30.74
08/10/2021,1708.6,353.55,195.16,419.55,4145.984,275.6,8889,1415.213,825.835,3543.5,132.225,23.35375,148.9,2516,7095.55,1.158,31.05
15/10/2021,1772,363.6,197.82,434.2,4132.044,267.9,8795,1415.82,832.515,3615.5,132.21,23.7325,150.6,2513.5,7234.03,1.106,31.675
22/10/2021,1749.2,355,198.86,434.8,4174.4,270.75,8996,1437.265,846.434,3639.5,131.87,23.63125,150.11,2544,7204.55,1.145,31.535
29/10/2021,1681,350.2,202.25,441.5,4194.773,269.9,9094,1526.083,867.961,3632,131.9,24.35125,152.15,2533,7237.57,1.034,31.715
05/11/2021,1683.4,345.4,192.38,437.25,4181.906,275.35,9309,1594.264,881.509,3778.5,132.92,24.7825,154.51,2622.5,7303.96,0.845,32.015
12/11/2021,1641.2,340.9,195.3,434.2,4198.526,285,8801,1611.866,907.305,3826,132.545,24.54625,152.935,2709,7347.91,0.914,32.255
19/11/2021,1609.4,326.55,190.96,431.7,4127.219,278.85,8479,1539.233,912.594,3878,132.7,24.6725,153.55,2693.5,7223.57,0.879,31.755
26/11/2021,1556.2,317.65,181.66,414.05,4237.128,279.15,8411,1528.308,929.945,3759.5,132.81,24.9925,153.06,2630.5,7044.03,0.825,31.01
03/12/2021,1651.4,340.85,186.66,429.7,4159.388,280.1,8191,1552.384,930.131,3846.5,132.775,25.21625,154.19,2618,7122.32,0.747,31.385
10/12/2021,1659.8,342.6,182.5,438.65,4305.754,284.4,8193,1630.681,975.042,3948,133.03,25.29375,154.92,2632,7291.78,0.741,32.11
17/12/2021,1593,333.75,180.84,445.45,4269.833,284.4,8513,1632.097,996.383,3977,132.705,24.95,153.29,2653,7269.92,0.759,31.79
24/12/2021,1644,337.85,187.44,447.7,4238.2,287.9,8611,1632.704,1003.992,4015,132.25,24.465,151.68,2629,7372.1,0.925,32.22
31/12/2021,1621.8,330.5,187,448.65,4230.695,289.9,8678,1625.218,983.393,4036,132.16,24.3575,151.335,2631.5,7384.54,0.971,32.26
07/01/2022,1736.6,362.55,205.25,482.3,4218.899,289.05,8399,1616.923,977.825,3874.5,131.625,23.76875,149.27,2573,7485.28,1.178,32.7
14/01/2022,1820.6,388.7,215.5,516.6,4221.044,285,8544,1660.017,1003.064,3717.5,131.57,23.8975,149.615,2593.5,7542.95,1.15,32.96
21/01/2022,1807.4,382.25,199.24,505.4,3940.642,288.75,8752,1666.289,1005.662,3757.5,131.405,23.73125,148.405,2639,7494.13,1.171,32.75
28/01/2022,1895.2,385.45,196.88,528.3,4060.201,303.4,8767,1680.249,1013.271,3697.5,131.21,23.54125,146.295,2592.5,7466.07,1.244,32.64
04/02/2022,2037,405.9,200.6,545,4090.762,295.55,8282,1653.948,996.94,3749.5,130.45,23.13625,142,2598,7516.4,1.411,32.9
11/02/2022,2039,417.2,206.1,567.2,4197.454,298.15,8510,1638.167,1016.797,3717.5,130.035,22.69125,142.21,2632,7661.02,1.545,33.515
18/02/2022,1957,391.4,191.16,544.4,4136.334,294.2,8801,1585.16,1011.044,3658.5,130.49,23.12625,142.73,2717,7513.62,1.378,32.945
25/02/2022,2000.5,378.5,188.9,538,4009.268,286.55,8995,1582.125,1021.251,3721,130.5,22.74,141.53,2745,7489.46,1.457,32.97
04/03/2022,1833.4,348.15,156.8,467.65,3657.023,275.35,8679,1505.851,1027.932,3509,131.06,23.43125,143.53,2895.5,6987.14,1.208,30.775
11/03/2022,1963.6,360.4,161.1,479.65,3636.649,272.75,9275,1564.523,1033.128,3372.5,130.3,22.57125,140.51,2964,7155.64,1.491,31.645
18/03/2022,1941.8,360.4,170.58,501,3667.746,278.75,9536,1628.658,1050.573,3740,130.64,22.49875,140.205,2854,7404.73,1.497,32.63
25/03/2022,2110.5,391.7,167.3,516.8,3631.288,275.75,9843,1642.415,1045.377,3817,130.035,22.08875,139.14,2893,7483.35,1.695,32.98
01/04/2022,2119.5,378.95,147.04,528.9,3761.57,279,10076,1675.798,1079.152,3870,130.08,22.37125,140.37,2868,7537.9,1.608,33.205
08/04/2022,2168,391.5,144.6,530,3793.203,271.3,10930,1799.212,1137.61,4020.5,129.83,21.95875,138.805,2914,7669.56,1.75,33.815
15/04/2022,2192,399.45,145.86,522.4,3676.86,266.3,10536,1793.547,1098.174,3963.5,129.655,21.57,137.91,2934,7616.38,1.889,33.605
22/04/2022,2188,393.15,146.7,523.3,3796.956,265.6,10280,1762.188,1087.967,3897,129.235,21.55,135.95,2931,7521.68,1.963,33.225
29/04/2022,2173,391.55,148.2,501.3,3987.822,272,10688,1817.825,1107.917,4018.5,129.595,21.605,135.305,2961,7544.55,1.905,33.385
06/05/2022,2299.5,426.65,148.64,502,3857.004,271.4,10322,1789.5,1094.463,3783.5,129.79,21.255,133.985,2983,7387.94,1.995,32.67
13/05/2022,2303.5,414.7,150.36,501.4,4017.846,281.2,10286,1775.743,1132.043,3823.5,130.59,21.81875,136.37,2889,7418.15,1.744,32.825
20/05/2022,2336.5,417.2,152.72,490.75,3770.685,260.3,10494,1784.443,1123.228,3598,129.93,21.42375,134.755,2885.5,7389.98,1.893,32.75
27/05/2022,2380,430.65,170.38,532.4,3726.721,258.5,10580,1753.286,1080.08,3643.5,130.14,21.29375,135.23,2865,7585.46,1.917,33.655
03/06/2022,2361,431.3,167.8,529.6,3972.81,258.9,10442,1727.591,1040.18,3622,129.54,20.7275,133.52,2877,7532.95,2.155,33.445
10/06/2022,2338,437.45,159.8,499.1,3902.576,250.1,9851,1756.725,1003.992,3535.5,128.58,20.2425,130.18,2947.5,7317.52,2.447,32.47
17/06/2022,2044,379.45,155.92,508.7,3852.715,251.7,9924,1703.111,958.989,3497.5,128.18,19.975,127.24,2942,7016.25,2.498,30.55
24/06/2022,2087.5,386.5,158.94,537.3,4007.123,255.4,10776,1776.552,975.227,3658.5,128.945,20.355,129.18,2905,7208.81,2.302,31.44
01/07/2022,2121,384.5,153.2,534.4,4074.677,254.8,10754,1806.293,994.713,3507.5,129.765,20.67,130.11,2928,7168.65,2.086,31.28
08/07/2022,2043.5,386.55,151.96,525.8,4113.279,261.8,11044,1775.136,991.465,3537.5,129.175,20.21,128.855,2826,7196.24,2.233,31.425
15/07/2022,1989.6,373.1,150.3,513.9,4190.484,258.9,11110,1739.123,1025.798,3664.5,129.12,20.31375,129.555,2804,7159.01,2.091,31.3
22/07/2022,2039.5,383.3,157.84,515.2,4194.237,259.4,10766,1743.2,1023.942,3720,129.385,20.70375,132.185,2807.5,7276.37,1.939,31.805
29/07/2022,2179,400,157.18,513.7,4292.887,262.6,10844,1727.6,1049.923,3882,129.88,20.8225,134.02,2827.5,7423.43,1.864,32.485
05/08/2022,2150,411.15,164,541.9,4258.038,262,10866,1667,1041.108,3846,129.04,20.66,132.36,2872.5,7439.74,2.049,32.605
12/08/2022,2215,430.55,171.6,550.5,4187.803,263.4,10712,1450,1057.347,3833.5,128.95,20.46,132.19,2885.5,7500.89,2.111,32.98
19/08/2022,2248.5,447.8,165.28,536.8,4293.423,270.9,11250,1425.2,1084.256,3960,127.855,19.88875,128.51,2885,7550.37,2.411,33.205
26/08/2022,2334,457.8,162.1,523,4219.436,252.7,11364,1394.8,1055.491,3825.5,127.06,19.4875,126.22,2874.5,7427.31,2.602,32.785
02/09/2022,2324,453.7,168.64,534.9,4188.339,247.7,10618,1352,996.569,3780,126.36,18.7025,122.925,2886,7281.19,2.918,32.14
09/09/2022,2300,450.8,168.84,525,4238.737,239.9,10500,1348.6,993.785,3797,126.275,18.31625,121.94,2888,7351.07,3.095,32.47
16/09/2022,2296.5,452.05,171.14,529.6,4229.086,231.5,10122,1321.4,961.309,3745,126.01,18.32875,121.42,2857,7236.68,3.137,31.61
23/09/2022,2214.5,433.1,161.86,510,4317.549,220.2,10016,1313.2,939.967,3771,123.435,17.13125,115.045,2936,7018.6,3.828,30.645
30/09/2022,2246.5,433.1,144.3,467.3,4255.893,206.8,9944,1305.8,863.879,3797.5,122.53,17.28125,112.38,2923,6893.81,4.093,30.12
07/10/2022,2345.5,469.1,143.48,467,4211.393,200.7,10030,1342.6,842.537,3733.5,122.78,16.4925,111.26,2986,6991.09,4.238,30.5425
14/10/2022,2270,455.05,142.82,458.8,4162.605,202.1,9818,1350.2,808.39,3667,123.475,16.015,108.98,2864,6858.79,4.335,29.98
21/10/2022,2344,464.45,145.04,477.85,4228.55,209.2,9720,1392.4,835.67,3580,124.145,16.98,113.53,2856,6969.73,4.054,30.45
28/10/2022,2418.5,472.95,146.44,442.2,4201.207,212.7,10124,1416.6,879.839,3554,125.825,18.01,118.66,2759,7047.67,3.478,30.795
04/11/2022,2526.5,499.95,153.52,490,4346.501,223.2,10742,1445.6,897.654,3688,126.36,17.7375,118.42,2889,7334.84,3.537,32.105
11/11/2022,2360,478.4,158.22,470.2,4224.261,228.2,10598,1323.6,925.306,3619,126.285,18.20125,120.94,2914.5,7318.04,3.358,32.025
18/11/2022,2344.5,476.05,158.22,478.9,4332.561,231.3,10920,1368.4,944.142,3674,126.435,18.395,122.24,2869,7385.52,3.239,32.325
25/11/2022,2367,488.35,159.06,491.95,4410.838,235,10954,1392.4,945.998,3762.5,126.5,18.54625,123.48,2821,7486.67,3.122,32.805
02/12/2022,2365.5,480.9,156.82,498.5,4480,228.5,11178,1424,946.462,3847,126.41,18.31375,123.255,2847,7556.23,3.154,33.095
09/12/2022,2286,461.95,159.48,496.2,4423.706,227.9,11354,1457.8,943.678,3743,126.52,18.24375,123.02,2855,7476.63,3.181,32.7825
16/12/2022,2243,455.4,154.42,492.25,4440.326,222.3,11156,1428,924.007,3624,126.33,17.9375,121.375,2867,7332.12,3.329,32.0025
23/12/2022,2366.5,478.9,157.74,510.3,4518.603,226.7,11238,1452.8,918.254,3647.5,125.73,17.5525,120.035,2903,7473.01,3.637,32.605
30/12/2022,2326,474.9,158.52,515.7,4484.29,224.2,11218,1437.6,925.491,3650,125.915,17.48875,120.38,2943,7451.74,3.672,32.635
06/01/2023,2350,477.05,172.1,568.6,4505.199,241.4,11782,1432.2,969.196,3646.5,126.47,17.6925,122.37,3008,7699.49,3.472,33.61
13/01/2023,2440.5,484.35,180.74,591.2,4520.211,245.6,11656,1434.6,958.525,3679.5,126,17.9775,124.36,3053,7844.07,3.366,34.2625
20/01/2023,2363,475.85,178.42,592.6,4385.103,247.9,11200,1406.8,960.381,3679.5,126.12,17.93,123.83,3029,7770.59,3.378,33.93
27/01/2023,2370.5,489.3,185.78,600.5,4311.652,246.9,10622,1410,953.885,3422,126.32,17.9575,124.64,3037,7765.15,3.323,33.895
03/02/2023,2414,486.05,188.64,596.7,4472.494,246.4,10578,1439.6,959.453,3578.5,127.34,18.255,126.71,3006,7901.8,3.055,34.51
10/02/2023,2539,560,185.72,610.6,4431.212,243,11390,1473,959.917,3486.5,126.18,17.795,124.195,3001,7882.45,3.396,34.435
17/02/2023,2541,559.9,173.5,621.1,4541.657,250.9,11486,1484.2,992.857,3560.5,125.865,17.53375,123.15,2982,8004.36,3.515,34.97
24/02/2023,2499,550.2,170.58,635.7,4494.476,246.9,11100,1445,979.403,3605.5,125.34,17.33125,121.575,2956,7878.66,3.659,34.53
03/03/2023,2580,555.3,171.48,618.3,4445.151,256.3,10784,1442.2,957.133,3576.5,125.215,17.13,120.62,3000,7947.11,3.849,34.9175
10/03/2023,2544.5,549.2,157.42,592.6,4363.122,259.6,10698,1398.6,974.299,3500.5,125.62,17.51,122,2997.5,7748.35,3.64,34.085
17/03/2023,2214,479.95,139.56,542.1,4340.067,246.9,10814,1400.8,964.092,3475,126.81,17.99375,120.96,3133,7335.4,3.284,32.03
24/03/2023,2200.5,486.3,133.9,534,4500.374,250.8,11080,1401.2,982.186,3599,126.96,18.0325,121.815,3163,7405.45,3.283,32.38
31/03/2023,2308.5,510.8,145.8,549.7,4492.868,265.7,11232,1429,1017.447,3614,126.25,17.79,121.385,3114,7631.74,3.49,33.315
07/04/2023,2417,531.9,151.62,562.9,4618.861,264.1,11700,1523,1057.811,3684.5,126.69,17.96,122.19,3148,7741.56,3.432,33.775
14/04/2023,2462,541,157.88,584.3,4621.542,268.2,11892,1515,1037.861,3678,126.08,17.5025,121.09,3133,7871.91,3.667,34.385
21/04/2023,2453,530,153.24,573.7,4709.469,278.9,12186,1471.2,1062.914,3760.5,125.745,17.33625,121.07,3102,7914.13,3.758,34.57
28/04/2023,2452,534.4,159.88,573.8,4757.186,281.1,11746,1441,1061.986,3622,125.92,17.48,121.7,3083,7870.57,3.719,34.435
05/05/2023,2390.5,492.3,153.24,599.8,4716.975,283,11922,1462.4,1067.554,3670.5,125.975,17.2575,120.895,3101,7778.38,3.781,34.06
12/05/2023,2409,483,153.9,599.7,4668.186,275.7,12010,1470.2,1078.224,3534.5,126.07,17.25,121.045,3143,7754.62,3.778,33.97
19/05/2023,2409,481.4,159.42,610.8,4579.723,266.7,12010,1423.8,1023.478,3548,125.605,16.82375,119.615,3086,7756.87,3.996,34.06
26/05/2023,2352.5,476.9,157.32,610.8,4470.35,263.8,11784,1392.2,1010.951,3498,124.335,16.355,117.17,3068,7627.2,4.334,33.48
02/06/2023,2290,474.35,156.76,602.7,4349.718,262.4,11748,1367.6,978.939,3372.5,124.88,16.68,118.61,3065,7607.28,4.156,33.425
09/06/2023,2294.5,468.9,156.34,607.5,4256.965,261.9,11712,1378,978.475,3320.5,124.61,16.59875,118.09,3036,7562.36,4.239,33.3
16/06/2023,2336,459.6,153.94,611.8,4352.935,262.9,11788,1364.6,973.835,3354.5,123.8,16.40875,116.035,2978,7642.72,4.412,33.265
23/06/2023,2318.5,454.65,145.22,602.2,4385.639,248.8,11422,1425.2,963.628,3305,123.62,16.54875,116.04,2944,7461.87,4.32,32.505
30/06/2023,2342.5,458.35,153.38,621.7,4393.682,248.4,11276,1388.8,965.484,3379,123.485,16.52375,115.66,2938,7531.53,4.388,32.825
07/07/2023,2282.5,453.55,148.72,609.9,4278.947,246.4,10110,1316,927.162,3270,123.235,16.1125,114.13,2930,7256.94,4.65,31.575
14/07/2023,2313.5,456.45,155.1,613.1,4281.092,250,10324,1320.2,947.854,3360,122.645,16.3725,116.485,2907,7434.57,4.444,32.385
21/07/2023,2418,475.8,163.26,642,4377.061,260.2,10770,1388.2,978.011,3437.5,123.385,16.6325,118,2971,7663.73,4.28,33.34
